연번,명칭,높이(m),경도(E),위도(N)
6075,태행산,933.1,129.1317333,36.45515
6076,대돈산,900.1,129.1600861,36.4532389
6077,방광산,518.8,129.0625333,36.4459028
6078,먹구동,846.2,129.1879111,36.4262111
6079,장군봉,685.6,129.1384028,36.4072
6080,금은광이,812.4,129.1625528,36.4189361
6081,두수람,927.2,129.17315,36.4240111
6082,돌시산,398.4,129.2463528,36.4079806
6083,주왕산,722.1,129.1623944,36.38935
6084,가마봉,882.7,129.1961278,36.3995306
6085,무포산,717.5,129.1719389,36.3411056
6086,매봉산,643.6,129.1086556,36.3217333
6087,자초산,764.7,129.0524639,36.2623111
6088,보광산,435.1,129.0555167,36.3852694
6089,문박산,338.4,126.8129778,36.4859194
6090,구절산,355.1,126.9703694,36.4878694
6091,팔봉산,415.8,126.9959111,36.4827361
6092,우산,237.4,126.8078944,36.4599444
6093,명덕봉,328.5,126.9566556,36.4686167
6094,천마봉,422.1,126.752,36.4453389
6095,남산,367.2,126.8176639,36.4351417
6096,퇴메산,263.0,126.8154917,36.4444306
6097,대덕봉,476.9,126.8968694,36.4482806
6098,미궐산,369.2,126.9937389,36.4407639
6099,칠갑산,559.8,126.8849194,36.4130333
6100,계봉산,210.8,126.9770222,36.4151694
6101,시루봉,288.9,126.800175,36.3935667
6102,만세봉,175.1,126.9376417,36.399025
6103,앵봉산,310.7,126.9731389,36.3805639
6104,조공산,399.3,126.7592889,36.3551194
6105,꾀꼴이봉,204.5,126.8654333,36.3529444
6106,정혜산,366.3,126.8566944,36.3748389
6107,망월산,356.2,126.8768306,36.3521167
6108,명덕봉,169.0,126.9453472,36.3549944
6109,석봉,179.1,126.9666194,36.3515333
6110,내산,41.0,126.9676417,36.3387417
6111,축융봉,456.2,126.7817333,36.3094056
6112,태봉,115.1,126.8837778,36.3044889
6113,수리봉,110.7,126.9133889,36.3141861
6114,옥천산,158.7,126.9038639,36.3150333
6115,주장산,122.6,126.9422028,36.3122611
6116,망신산,345.1,126.8021278,36.285425
6117,부산,107.2,126.8943083,36.2861972
6118,금성산,124.4,126.924675,36.2775028
6119,부소산,96.4,126.9182528,36.2886
6120,청마산,140.8,126.9581667,36.28865
6121,조석산,183.1,126.9531167,36.2710611
6122,태조봉,224.4,126.9847139,36.2574028
6123,쌀봉,228.2,126.9381333,36.4729028
6124,삼형제봉,546.5,126.8810083,36.4027417
6125,만세봉,236.2,126.935325,36.4081083
6126,십리봉,217.3,126.9992306,36.3639889
6127,태봉산,181.4,126.8727944,36.3096222
6128,필서봉,118.1,126.9394111,36.2683139
6129,고양산,672.4,128.1770083,37.7354
6130,아미산,960.8,128.2088778,37.7385611
6131,공작산,887.4,128.0106361,37.7160194
6132,매봉산,868.0,128.0945306,37.7082694
6133,동막산,728.3,128.1564056,37.7080556
6134,수리봉,959.9,128.137775,37.6792667
6135,응골산,603.0,128.0023722,37.6539583
6136,덕우산,656.1,128.0409417,37.6587806
6137,대학산,876.4,128.0847306,37.6741861
6138,발교산(발방산),995.4,128.1142833,37.6546806
6139,운무산,978.5,128.2021111,37.6502528
6140,대의산,668.1,128.0524444,37.6307667
6141,병무산,921.0,128.1000111,37.6408111
6142,매봉산,459.3,128.0104167,37.6128944
6143,봉복산,1033.7,128.2173806,37.6209389
6144,관심산,501.0,128.0112222,37.5841306
6145,어답산,786.3,128.0694056,37.5840278
6146,주봉산,713.4,128.1931833,37.5973167
6147,구리봉,545.7,128.0948556,37.5612361
6148,홍도산,336.7,128.0143278,37.5208278
6149,국사봉,497.2,128.0465833,37.5181028
6150,정금산,477.8,128.0739417,37.5164361
6151,죽림산,640.1,128.1377417,37.519125
6152,매봉산,334.1,128.0078111,37.603325
6153,둥근봉,508.8,128.024875,37.5945167
6154,용림이산,287.5,128.0365306,37.5570583
6155,서덕봉,461.3,128.1435611,37.5515333
6156,자지봉,295.0,128.1430778,37.5651972
6157,표대봉,312.5,128.1607417,37.566425
6158,하보산,344.3,128.1682722,37.5643139
6159,왜갈봉,277.5,128.1790972,37.5737333
6160,달롱재봉,407.5,128.1765417,37.5276139
6161,갈비봉,335.2,128.0582861,37.5106
6162,신선봉,622.1,128.182225,37.5074361
6163,호두봉,625.9,128.1861083,37.5063389
6164,바라박산,246.8,127.306475,36.7368917
6165,솔림산,236.1,127.3393806,36.73025
6166,약사산,245.6,127.3327,36.7475278
6167,목령산,229.1,127.4361111,36.7353028
6168,매봉산,209.7,127.289775,36.707925
6169,망덕산,271.5,127.3268222,36.7054861
6170,돛대산,178.7,127.3551556,36.7106389
6171,망경대,384.2,127.27715,36.6915944
6172,동림산,458.3,127.3046028,36.6850278
6173,국사봉,172.0,127.37765,36.6812417
6174,시루봉,206.4,127.3254889,36.6637472
6175,송학산,209.5,127.2566778,36.6491333
6176,병마산,117.3,127.2987806,36.6319083
6177,부모산,232.6,127.4102694,36.6342083
6178,오봉산,262.5,127.2572139,36.6193167
6179,수타리봉,126.5,127.3688778,36.6075694
6180,제전봉,151.2,127.3881028,36.6245333
6181,마봉산,173.3,127.3424278,36.5756722
6182,팔봉산,297.4,127.4193611,36.5816556
6183,망월산,267.2,127.4503167,36.5912611
6184,함박산,84.9,127.2835722,36.5689306
6185,아미산,139.7,127.3325222,36.5731222
6186,망덕산,175.7,127.3576556,36.5744472
6187,은적산,205.7,127.3735194,36.5725889
6188,봉무산,346.9,127.4450889,36.5531194
6189,용덕산,240.7,127.4384917,36.57285
6190,국사봉,282.2,127.4818389,36.5614917
6191,당산,156.5,127.2839333,36.5449028
6192,노적산,153.6,127.3146056,36.5305306
6193,출동산,148.9,127.3268806,36.5363639
6194,복두산,281.4,127.3854778,36.5409861
6195,오산,184.5,127.2723333,36.5128111
6196,원수봉,251.2,127.2775167,36.5168917
6197,전월산,259.8,127.2978167,36.5092944
6198,노적산,182.2,127.3041694,36.5155861
6199,황우산,193.8,127.3450694,36.5236639
6200,부용봉,226.1,127.3523528,36.5086778
6201,노고봉,305.5,127.3945361,36.5203361
6202,양성산,300.6,127.4883667,36.5146222
6203,작두산,430.1,127.4793167,36.5232083
6204,새남산,154.4,127.2991278,36.72515
6205,거머산,209.8,127.3418083,36.7327694
6206,운주산,271.4,127.25225,36.6967583
6207,상봉산,193.4,127.3921417,36.6974083
6208,노적봉,107.6,127.2887944,36.6247889
6209,학천산,167.5,127.3564056,36.5721806
6210,등고봉,113.3,127.2891389,36.5329722
6211,제실산,46.8,127.2822889,36.5050694
6212,형제봉,105.8,127.2884528,36.5092583
6213,안산,110.9,127.3510639,36.5207972
6214,용대이산,97.6,127.3556833,36.5229472
6215,태봉산,102.5,126.7564111,34.9803861
6216,건지산,156.0,126.8125028,34.9774083
6217,행군산,199.0,126.8666417,34.9873722
6218,비봉산,258.2,126.9398556,34.9939583
6219,연주산,268.8,126.972125,34.9936306
6220,매봉산,280.9,126.9848944,34.9957583
6221,봉황산,97.5,126.7704028,34.9590361
6222,고당산,259.0,126.89215,34.9742556
6223,호산,202.2,126.8814944,34.9606583
6224,해망산,359.3,126.9061694,34.9672139
6225,귀학봉,94.0,126.7527167,34.927225
6226,깃대봉,383.3,126.9721222,34.930775
6227,예성산,362.1,126.9743111,34.9347
6228,덕룡산,376.4,126.79355,34.9075028
6229,용제산,322.9,126.7805139,34.9190667
6230,초래봉,271.0,126.8935028,34.9013556
6231,개천산,497.2,126.9087,34.9043056
6232,작약봉,281.3,126.9065278,34.9188139
6233,천태산,482.5,126.9116639,34.9118333
6234,노적봉,230.7,126.9674056,34.9113278
6235,계천산,406.1,126.7846889,34.8782472
6236,농암산,362.5,126.7768806,34.8889806
6237,봉천산,335.0,126.7820972,34.8866972
6238,국사봉,442.5,126.8518222,34.8982083
6239,광덕산,379.4,126.881125,34.8854972
6240,금성산,496.4,126.9164861,34.8933389
6241,도산봉,142.5,126.9783333,34.8876889
6242,안마산,214.0,126.9879528,34.8793639
6243,삼망산,304.8,126.7625889,34.8727778
6244,궁성산,487.5,126.7874333,34.8746056
6245,천송지봉,228.2,126.7816222,34.8545139
6246,마봉,405.6,126.8203556,34.8600278
6247,차일봉,384.5,126.8051194,34.8547806
6248,촛대봉,394.0,126.8356361,34.8625444
6249,선왕산,413.5,126.8568833,34.8749833
6250,화학산,616.0,126.9216111,34.8711417
6251,깃대봉,467.1,126.9489528,34.8517
6252,옥녀봉,409.9,126.953975,34.8643944
6253,시리봉,203.3,126.7834583,34.8441
6254,큰봉,270.5,126.7886556,34.84625
6255,국사봉,615.0,126.806625,34.8292694
6256,석교산,392.7,126.8168222,34.8468556
6257,삼계봉,505.7,126.8964361,34.8406111
6258,국사봉,499.1,126.9216194,34.8435861
6259,깃대봉,448.0,126.9141972,34.8459
6260,숫개봉,496.0,126.9491306,34.8413778
6261,군치산,410.7,126.9684917,34.8492778
6262,활성산,498.0,126.7615472,34.8095306
6263,시루봉,311.0,126.7758417,34.8239694
6264,형제봉,415.8,126.7799778,34.8117278
6265,가지산,509.9,126.902625,34.8199833
6266,봉미산,507.5,126.9446278,34.8246778
6267,봉황산,238.5,126.8138389,34.7569667
6268,용두산,549.1,126.9366667,34.7605306
6269,연화봉,135.5,126.835625,34.9872028
6270,광장산,124.9,126.9164806,34.9926194
6271,문산,242.0,126.8988056,34.9613389
6272,부재봉,116.3,126.7576944,34.8538611
6273,굴래봉,409.0,126.8371583,34.8677611
6274,둥둥산,425.5,126.8666361,34.8679
6275,용문산,453.7,126.8709222,34.8607917
6276,노적봉,395.5,126.8881139,34.8654861
6277,상계봉,370.3,126.8970361,34.8589972
6278,소반바위산,492.6,126.8767389,34.8725306
6279,백마산,313.8,126.7949556,34.8370667
6280,군성산,462.1,126.7693944,34.811025
6281,달뜬봉,384.0,126.7575472,34.8039139
6282,솔대봉,472.5,126.7640889,34.8077639
6283,조류봉,282.5,126.7907194,34.8076944
6284,중근봉,222.5,126.7881917,34.803775
6285,한치봉,256.0,126.8191028,34.8082556
6286,뒷가께산,255.0,126.8410056,34.8126389
6287,정계봉,334.2,126.8375833,34.8196444
6288,깃대봉,517.5,126.7873028,34.7815806
6289,생금산,494.0,126.7841167,34.7806139
6290,둔지봉,196.5,126.8702167,34.7809944
6291,마산,216.0,126.7917444,34.7633639
6292,옥녀봉,265.1,126.8350806,34.7709333
6293,병무산,513.8,126.9198889,34.7732722
6294,상산봉,334.5,127.2450833,34.2288583
6295,봉굴레산,85.5,126.2883139,33.9653389
6296,큰산,142.0,126.293275,33.9568861
6297,추석산,155.7,126.3351139,33.950525
6298,대왕산,124.9,126.3218361,33.9347139
6299,돈대산,164.0,126.3229806,33.948225
6300,문수산,1207.4,128.8110833,36.9809889
6301,왕두산,1046.0,128.9208639,36.99045
6302,큰두들봉,727.2,128.9634556,36.9779111
6303,형제봉,834.9,128.9415694,36.9741694
6304,백연봉,830.2,128.9845833,36.9736333
6305,갈방산,711.5,128.8411528,36.9251889
6306,화장산,861.8,128.9745611,36.9363028
6307,감의산,539.8,128.9159444,36.8897667
6308,월암산,608.4,128.9710222,36.8917278
6309,비봉산,408.8,128.7958528,36.8379778
6310,응봉산,616.6,128.8344667,36.8404889
6311,풍락산,762.1,128.8469389,36.8427167
6312,황우산,600.0,128.90595,36.8481389
6313,미림산,702.5,128.9524667,36.8472028
6314,파리봉,497.0,128.8004611,36.8224639
6315,만리산,791.6,128.8412167,36.8207
6316,문명산,893.0,128.9140417,36.8188028
6317,삿갓봉,448.0,128.7611611,36.7761861
6318,복두산,503.0,128.7779722,36.7780111
6319,용두산,664.6,128.812525,36.7862889
6320,투구봉,611.8,128.8446861,36.7958694
6321,청량산,869.7,128.9085528,36.7943361
6322,덕산봉,690.3,128.9903972,36.7767083
6323,요성산,492.6,128.7708861,36.762225
6324,국망봉,480.6,128.7998056,36.7608778
6325,건지산,557.0,128.8554056,36.7653389
6326,산성,849.5,128.9127444,36.7742778
6327,신방터산,615.2,128.8173417,36.9363111
6328,화악산,1468.3,127.5033278,37.9947833
6329,촉대봉,1167.9,127.54785,37.9784333
6330,화악산,1138.2,127.5557,37.9979889
6331,몽덕산,694.8,127.6028833,37.9551028
6332,가덕산,857.5,127.6126361,37.9404944
6333,수덕산,795.8,127.5121389,37.9173444
6334,북배산,869.6,127.6126444,37.9204083
6335,우두산,133.6,127.7424972,37.9164028
6336,계관산,664.7,127.6086917,37.8827222
6337,장군봉,188.1,127.6884472,37.898725
6338,봉의산,300.5,127.7339083,37.8884083
6339,월두봉,162.4,127.55335,37.8500111
6340,주산,334.6,127.653825,37.8599722
6341,보납산,329.8,127.5184056,37.83855
6342,영태산,203.9,127.5480333,37.8330139
6343,삼악산,655.8,127.6604028,37.8396917
6344,국사봉,203.9,127.72395,37.8496472
6345,향노산,314.1,127.7065556,37.8487056
6346,안마현,302.8,127.7495,37.8421528
6347,깃대봉,231.7,127.5694528,37.8081222
6348,굴봉산,307.3,127.577675,37.8223444
6349,칼봉,529.7,127.6045472,37.8059361
6350,금병산,651.7,127.7455028,37.8121667
6351,새덕산,461.5,127.5702444,37.7891083
6352,두리봉,486.3,127.6086278,37.7820583
6353,물안산,400.8,127.5156278,37.7726056
6354,신선산,329.8,127.5524889,37.7637167
6355,뒷재봉,501.4,127.6012722,37.7572361
6356,꼬깔봉,420.2,127.6688944,37.7623528
6357,안산,317.4,127.684975,37.9786472
6358,구진대,386.9,127.6639917,37.8770361
6359,까뚜리봉,204.4,127.6873611,37.8476972
6360,안산,145.8,127.5049028,37.8123583
6361,강선봉,485.4,127.623125,37.8122111
6362,안산,310.3,127.6205639,37.7926583
6363,뱀용산,228.9,127.6296222,37.7925139
6364,댐된봉,322.9,127.5257194,37.7690111
6365,화개산,190.2,127.8007111,36.9896389
6366,대문산,106.9,127.9028389,36.9885111
6367,계명산,774.3,127.9762889,36.9907639
6368,국사봉,165.0,127.8196972,36.9670111
6369,봉화산,150.5,127.8259944,36.9712139
6370,남산,635.6,127.9743833,36.9567917
6371,어래산,392.7,127.7922111,36.9393389
6372,고양봉,524.6,127.8438861,36.9111194
6373,풍류산,355.4,127.8717833,36.8797667
6374,물레산,394.5,127.9372778,36.8977389
6375,주월산,504.3,127.9098944,36.8522333
6376,첩푸산,698.7,127.9918611,36.8662139
6377,박달산,824.5,127.9234639,36.8365083
6378,조산,315.2,127.9952806,36.8417972
6379,황산,293.9,127.9797056,36.8480389
6380,성불산,529.9,127.8617667,36.8148472
6381,남산,393.6,127.798525,36.7998694
6382,군자산,919.4,127.8757722,36.7524639
6383,보배산,776.5,127.9108806,36.7530333
6384,덕가산,856.2,127.9435306,36.7530111
6385,갈매실산,433.6,127.99565,36.7723806
6386,갈비봉,335.6,127.906975,36.9279361
6387,시루봉,221.2,127.8538056,36.8583389
6388,산매봉,237.2,127.9269333,36.8552778
6389,주정산,450.7,127.9694167,36.8593972
6390,댄성산,446.1,127.9433972,36.8085694
6391,오봉산,412.4,127.81185,36.7912806
6392,칼비봉,335.3,127.9399417,36.7881556
6393,수리봉,462.2,127.9453444,36.7719
6394,백미산,496.9,127.9651139,36.7677639
6395,금대봉,1097.4,128.9300528,37.2260222
6396,대덕산,1310.3,128.9296278,37.2407444
6397,두리봉,1470.8,128.7542972,37.2116
6398,지장산,927.7,128.8251972,37.2140889
6399,매봉산,1305.3,128.9668806,37.211175
6400,구봉산,902.2,128.9897333,37.214325
6401,백운산,1426.6,128.8292389,37.1754361
6402,함백산,1572.1,128.917625,37.1611667
6403,매봉산,1271.2,128.7744694,37.144125
6404,삼동산,1179.8,128.812675,37.07865
6405,태백산,1566.7,128.9160861,37.0986944
6406,구룡산,1345.7,128.8405917,37.0593944
6407,조록바위봉,1088.3,128.9879667,37.0716111
6408,시루봉,1094.6,128.8411611,37.0263444
6409,청옥산,1278.7,128.9623389,37.043325
6410,옥돌봉,1244.0,128.7821722,37.0228778
6411,각화산,1202.0,128.9042639,37.0029111
6412,무쇠봉,1549.4,128.9220222,37.0915944
6413,문수봉,1514.9,128.940125,37.0947083
6414,무량산,544.9,128.2573833,34.9954333
6415,철마봉,416.9,128.2653556,34.9909889
6416,서재봉,193.1,128.2842306,34.9908028
6417,거류산,571.7,128.3800139,34.9950556
6418,문암산,459.5,128.3862444,34.9845361
6419,갈모봉산,368.3,128.2694833,34.9618056
6420,당우산,205.9,128.2798028,34.9709222
6421,만림산,89.2,128.3117972,34.968625
6422,곡산,96.6,128.335475,34.9502306
6423,면화산,413.7,128.4189333,34.9712917
6424,매바위산,226.3,128.2950972,34.9484917
6425,시루봉,370.4,128.3718861,34.9302944
6426,오동산,109.8,128.3551361,34.9419222
6427,벽방산,651.5,128.3832278,34.9485556
6428,천개산,520.7,128.3864917,34.9364083
6429,든바위산,154.4,128.2729472,34.9222111
6430,봉화산,256.8,128.2894528,34.9212417
6431,도덕산,341.8,128.3696667,34.9163722
6432,옹돌산,59.5,128.4241722,34.903975
6433,와도산,69.8,128.2524667,34.8944694
6434,봉화산,326.7,128.3197111,34.8945222
6435,매봉산,308.6,128.3296722,34.8969194
6436,탄막산,259.9,128.3600167,34.8907083
6437,발암산,276.5,128.3867861,34.8952194
6438,제석봉,280.8,128.3993306,34.8790056
6439,삼봉산,247.3,128.4439222,34.8787611
6440,시래산,264.9,128.4874389,34.8815556
6441,여항산,173.9,128.4206167,34.8506833
6442,장골산,179.2,128.4198528,34.8532694
6443,천암산,257.9,128.3914806,34.8479778
6444,당산,73.5,128.411075,34.8308444
6445,남망산,71.7,128.4303361,34.841125
6446,망일봉,149.3,128.4396833,34.8489833
6447,장군봉,167.6,128.3811222,34.8004972
6448,미륵산,458.4,128.4161278,34.8106667
6449,현금산,338.7,128.4059528,34.8178361
6450,고동산,188.9,128.4713667,34.8081194
6451,망산,295.6,128.4914472,34.7712639
6452,대당산,436.8,128.382575,34.9327
6453,못등산,116.5,128.3559528,34.9238778
6454,굿산,126.5,128.4428861,34.8527278
6455,별학산,336.2,128.4932028,34.859175
6456,회자봉,165.1,128.3628611,34.8258833
6457,분필봉,135.5,128.3539222,34.8169583
6458,마파산,192.1,128.4382528,34.8079333
6459,곤리산,114.4,128.3679917,34.7806
6460,신봉산,222.1,128.4099917,34.7912306
6461,남산,213.4,128.4347167,34.7940194
6462,큰산,194.7,128.2937667,34.7529972
6463,작은산,129.3,128.3055778,34.7549667
6464,망산,253.3,128.4041389,34.7741639
6465,중곡봉,164.6,128.414575,34.7663
6466,용마봉,1045.3,128.2871778,37.4935861
6467,덕수산,1001.5,128.3542528,37.4901556
6468,장미산,978.2,128.3604861,37.4759889
6469,수리봉,778.2,128.2947306,37.4601444
6470,승두봉,1013.5,128.3862583,37.4566278
6471,솟매봉,882.7,128.2716694,37.4474111
6472,남병산,1150.9,128.4528944,37.4276528
6473,사자산,1180.4,128.2736,37.4076778
6474,두리봉,625.5,128.3882944,37.4207083
6475,무동산,632.4,128.401725,37.4048667
6476,연화봉,923.9,128.2600694,37.3828528
6477,백덕산,1350.1,128.2935028,37.3964306
6478,노산,386.4,128.4034972,37.3751806
6479,장암산,893.0,128.4286333,37.3912139
6480,삿갓봉,1054.9,128.4775972,37.3958528
6481,수정산,989.6,128.3355944,37.3741667
6482,삼방산,979.7,128.433125,37.3392194
6483,옥녀봉,590.6,128.3648889,37.3173472
6484,절개산,876.1,128.4005806,37.3249361
6485,설구산,502.9,128.2560083,37.2934222
6486,배거리산,842.0,128.3601944,37.2810778
6487,삼청산,741.0,128.3766944,37.2967361
6488,노적봉,422.7,128.4186472,37.2826333
6489,종지봉,618.3,128.3774028,37.2743861
6490,접산,835.3,128.4895722,37.2685639
6491,부용산,43.7,127.060625,36.9679639
6492,미양산,91.9,127.2063083,36.9427944
6493,왕지산,102.3,127.0881389,36.9007833
6494,월성산,99.0,127.1415611,36.9209222
6495,성산,176.1,127.1523722,36.9030306
6496,가재산,145.6,127.0628361,36.8779194
6497,용암산,149.6,127.0887222,36.8806833
6498,남산,109.0,127.1659472,36.8930333
6499,국사봉,222.8,127.0135,36.8650778
6500,둔덕산,226.2,127.0300611,36.8528194
6501,연암산,292.7,127.0567528,36.8595917
6502,용와산,238.6,127.0869194,36.8625639
6503,성거산,573.4,127.2268,36.8509972
6504,꾀꼬리산,270.6,127.045675,36.8363444
6505,물한산,284.5,127.0339556,36.8375611
6506,국사봉,158.2,127.0684639,36.8286472
6507,만리산,81.8,127.0707056,36.8435389
6508,금마산,110.3,127.0980417,36.8380056
6509,노태산,141.2,127.1264472,36.8367222
6510,금병산,131.9,127.0162,36.8113778
6511,방화산,167.6,127.0323583,36.8135361
6512,삼봉산,132.5,127.0747972,36.8036444
6513,봉서산,158.2,127.1241833,36.8171806
6514,태조봉,420.1,127.203925,36.8187944
6515,월봉산,132.8,127.1123667,36.798325
6516,일봉산,132.9,127.1374917,36.7952111
6517,취암산,319.9,127.1876194,36.7789889
6518,흑성산,517.8,127.2081722,36.7967194
6519,은밤산,153.7,127.2403444,36.7997528
6520,배방산,361.6,127.0550778,36.7506472
6521,백운산,247.4,127.2365806,36.7567611
6522,보체산,121.5,127.2360361,36.9778139
6523,방미산,76.7,127.1848917,36.931825
6524,어라산,123.6,127.0122778,36.8585528
6525,큰매산,142.2,127.1621444,36.8351361
6526,벌명당산,257.3,127.1922333,36.8384556
6527,분당골산,81.9,127.0003861,36.8221
6528,왕자산,252.4,127.180925,36.823325
6529,양달산,237.2,127.230375,36.8179917
6530,남산,50.8,127.1490194,36.7994333
6531,곽산,45.2,127.145175,36.7698528
6532,태봉산,163.8,127.133875,36.7569417
6533,말망산,183.7,127.1720972,36.7730361
6534,정산,176.4,127.1609139,36.7580194
6535,옥자봉,210.2,127.1977611,36.7632139
6536,옥녀봉,280.0,127.0476861,37.9915833
6537,종현산,584.7,127.1232278,37.9803583
6538,무이산,154.0,127.212775,37.9670472
6539,마차산,588.4,127.0270639,37.9430972
6540,소요산,587.5,127.0879417,37.9385111
6541,덕령산,350.5,127.1974361,37.9303194
6542,하늘봉,385.5,127.1761611,37.9356556
6543,국사봉,754.9,127.1466583,37.9131583
6544,원수봉,403.9,127.1935972,37.9194972
6545,가랑산,306.7,127.2021278,37.9205556
6546,천주산,423.4,127.247625,37.9184917
6547,태봉산,173.1,127.0127944,37.8919083
6548,소래산,226.2,127.0455417,37.8756056
6549,왕방산,736.8,127.1555972,37.8957722
6550,청성산,285.1,127.2186306,37.8946972
6551,칠봉산,512.2,127.0984028,37.8665
6552,해룡산,661.2,127.1283278,37.8739583
6553,도락산,439.6,127.0199611,37.8276139
6554,태봉산,175.2,127.1439917,37.8316139
6555,화봉산,179.1,127.1752667,37.8431694
6556,고장산,200.8,127.0657167,37.8136111
6557,국사봉,545.9,127.231275,37.8097972
6558,불국산,466.4,127.0262417,37.7993472
6559,큰테미,219.1,127.0572528,37.799775
6560,죽엽산,615.8,127.1823472,37.7849417
6561,천보산,335.5,127.0661139,37.7639917
6562,용암산,475.4,127.146675,37.754825
6563,운악산,275.3,127.1769778,37.7598722
6564,된봉,301.1,127.2423139,37.9261778
6565,봉화산,224.8,127.2338167,37.9199833
6566,지붕산,436.8,127.2315583,37.8346
6567,홍복산,462.3,127.0022,37.7628667
6568,천령산,774.8,129.2825056,36.2441333
6569,어유산,125.0,129.3583306,36.2330083
6570,천마산,169.5,129.3625472,36.2418806
6571,봉화산,107.7,129.3795306,36.2360722
6572,삿갓봉,715.7,129.2673028,36.219225
6573,월현산,107.4,129.3698,36.2114583
6574,용산,190.1,129.3647778,36.1893944
6575,고주산,347.9,129.2899444,36.1670889
6576,미끌산,40.7,129.3741528,36.158275
6577,만팅골산,113.4,129.3783389,36.1620389
6578,묵은봉,126.4,129.3938333,36.1661778
6579,오봉산,177.8,129.3917444,36.1520611
6580,곤륜산,176.9,129.3915806,36.1346944
6581,서원산,116.1,129.3811,36.1171833
6582,도음산,382.7,129.2780028,36.0765833
6583,천마산,88.3,129.3955056,36.0984722
6584,못안봉,192.3,129.2704583,36.057175
6585,아기봉산,229.3,129.2678917,36.0652806
6586,철미산,40.5,129.395975,36.0706917
6587,수도산,78.0,129.3559694,36.0483611
6588,대미산,130.4,129.266475,36.0016972
6589,약물산,147.6,129.2983278,36.0237833
6590,제산,181.7,129.2939417,36.0086417
6591,노적봉,109.5,129.3173667,36.0120528
6592,뒷산,283.6,129.3280972,36.2480028
6593,바미갓산,57.6,129.3647583,36.2354306
6594,봉화산,90.7,129.3744639,36.2339472
6595,까끔산,154.5,129.3270361,36.2210167
6596,상대산,102.9,129.3207222,36.1794833
6597,땅골산,126.5,129.3524639,36.1862944
6598,매봉산,193.8,129.3117306,36.1648
6599,고지산,85.2,129.3375667,36.17295
6600,하방뒤산,85.5,129.3293056,36.1683056
6601,용산,203.6,129.3534333,36.172625
6602,망천산,41.6,129.3528722,36.1072361
6603,구곡산,118.6,129.399825,36.1176194
6604,낙수봉,92.6,129.3794139,36.1230194
6605,방목산,138.3,129.3938,36.1233472
6606,봉화산,77.9,129.4159278,36.1012583
6607,불등산,32.8,129.4068083,36.1108722
6608,삿갓봉,93.1,129.36485,36.089375
6609,등금산,39.8,129.4106333,36.0840139
6610,철미산,54.5,129.3867194,36.0718417
6611,문중산,146.0,129.2577306,36.0466861
6612,조산,104.1,129.2959444,36.0341611
6613,매봉,226.6,129.2747861,36.0203778
6614,설창산,163.4,129.2524778,36.0091833
6615,붉은오름,569.0,126.6795389,33.3998583
6616,쳇망오름,444.6,126.6905833,33.3946722
6617,영아리,514.0,126.6942333,33.3826583
6618,대록산,472.2,126.7295444,33.3991444
6619,따라비,342.0,126.7546778,33.3875972
6620,새끼오름,301.2,126.7510306,33.3966083
6621,모지오름,306.0,126.7681389,33.3936167
6622,장자오름,215.9,126.7756111,33.3889278
6623,걸리오름,118.7,126.8149444,33.3759444
6624,남산봉,168.3,126.8125167,33.3834306
6625,본지오름,148.6,126.8222611,33.3871028
6626,독자봉,156.1,126.8535278,33.3880167
6627,통오름,144.7,126.8560389,33.3930528
6628,민오름,446.8,126.6770306,33.3501861
6629,물영아리,508.0,126.6920639,33.3683944
6630,번널오름,272.3,126.7459056,33.3743194
6631,병곳오름,286.5,126.748375,33.3670417
6632,갑선이오름,182.2,126.7816639,33.3608556
6633,설오름,238.7,126.7695528,33.3710639
6634,아심전지,142.2,126.8078861,33.3676861
6635,동머루,84.0,126.8352028,33.3703667
6636,망동산,35.8,126.8599972,33.3634583
6637,쇄개오름,179.9,126.7243194,33.3308
6638,여절악,209.9,126.7364639,33.3489306
6639,소소름,162.4,126.7552111,33.3442083
6640,가세오름,203.6,126.7813194,33.3301417
6641,알오름,141.9,126.7777083,33.3278944
6642,달산봉,133.7,126.8314139,33.3460361
6643,제석오름,87.5,126.8358694,33.3475194
6644,자배봉,208.6,126.6769389,33.3010028
6645,백리악,143.2,126.7146833,33.3060306
6646,토산망,175.4,126.7752972,33.3217
6647,도청오름,100.5,126.8152556,33.3149806
6648,매오름,133.3,126.8136194,33.3176806
6649,운지악,113.5,126.7046944,33.2994833
6650,월령봉,819.5,127.5182694,35.2398306
6651,형제봉,907.6,127.5160056,35.24885
6652,왕시리봉,1240.2,127.5576556,35.2408528
6653,황장산,947.7,127.6137194,35.2405639
6654,관음봉,1153.2,127.6928944,35.2333694
6655,봉애산,611.7,127.581725,35.2194528
6656,촛대봉,727.9,127.6210389,35.2248222
6657,거사봉,1133.0,127.7012778,35.2246833
6658,시루봉,992.9,127.7117111,35.2214806
6659,오봉산,174.8,127.5051028,35.1876694
6660,형제봉,1116.2,127.6816889,35.1958028
6661,각시봉,233.6,127.549025,35.1536472
6662,계족산,702.8,127.5266861,35.1613722
6663,국사봉,682.2,127.5750583,35.1618528
6664,밥봉,934.6,127.5846167,35.1519639
6665,하천산,692.3,127.5988556,35.1742694
6666,신선봉,615.3,127.67835,35.1691611
6667,솔봉,141.6,127.7002722,35.1629944
6668,칠성봉,905.8,127.7499806,35.1640056
