diravg,dirmax,humidcurr,humidmin,humidrel,ocurcause,ocurdo,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
SSW, ,0.0,0.0,53.0,농산부산물소각,충남,4.2,5,0.0,0.0,20.5,6.5,0.0,0.0,0.0,3.0,0,1,14,121.7,0.7553723875949406
NNW, ,0.0,0.0,32.0,쓰레기소각,충북,6.5,5,0.0,0.0,18.9,1.0,0.0,0.0,2.0,7.0,1,5,15,348.4,-1.36924767079354
N, ,0.0,0.0,29.0,입산자실화,충남,1.0,23,0.0,0.0,15.6,4.0,0.0,0.0,1.0,5.0,2,14,54,300.4,-1.3531865185183871
SSE, ,0.0,0.0,28.0,입산자실화,강원,5.2,3,0.0,0.0,13.5,5.3,0.0,0.0,1.0,1.0,0,0,1,1176.7,1.1977963232156013
SSW, ,0.0,0.0,67.0,입산자실화추정,충남,4.2,1,0.0,0.0,12.3,4.0,0.0,0.0,1.0,3.0,1,4,16,285.6,-1.3531865185183871
W, ,0.0,0.0,59.0,입산자실화,경기,0.7,4,0.0,0.0,14.8,3.5,0.0,2.0,4.0,27.0,10,42,336,124.0,0.9584489776348669
S, ,0.0,0.0,44.0,초지조성지폐기물소각,경기,0.7,3,0.0,0.0,18.4,1.3,0.0,1.0,5.0,41.0,17,68,753,469.3,-1.486708471554777
NNE, ,0.0,0.0,50.0,군항공기추돌,울산,1.0,1,0.0,0.0,11.9,3.7,0.0,0.0,0.0,7.0,2,7,72,320.9,-1.3531865185183871
W, ,0.0,0.0,35.0,어린이불장난추정,제주,24.1,3,0.0,0.0,19.2,8.0,0.0,0.0,1.0,3.0,0,0,3,709.8,0.736899161302032
ESE, ,0.0,0.0,63.0,성냥불부주의,충남,10.0,4,0.0,0.0,15.2,2.8,0.0,0.0,1.0,5.0,0,4,43,127.1,0.9524349691787507
S, ,0.0,0.0,29.0,성묘객실화,경기,9.8,4,0.0,0.0,22.6,5.7,0.0,0.0,3.0,33.0,3,61,404,269.6,-0.1361208765291182
N, ,0.0,0.0,36.0,입산자실화,경남,10.5,4,0.0,0.0,22.3,2.5,0.0,0.0,0.0,2.0,0,4,53,291.2,1.1546814597942547
WNW, ,0.0,0.0,17.0,기타,서울,15.3,4,0.0,0.0,26.2,2.2,0.0,3.0,14.0,49.0,22,194,773,159.8,-1.5377902779775585
SSW, ,0.0,0.0,65.0,밭두렁소각,경기,9.8,2,0.0,0.0,13.6,4.3,0.0,0.0,3.0,40.0,8,60,760,140.2,0.21295857229204884
W, ,0.0,0.0,37.0,성묘객실화,경기,8.2,3,0.0,0.0,17.2,4.8,0.0,0.0,3.0,31.0,1,68,384,278.1,0.6768640356388822
SW, ,0.0,0.0,38.0,입산자실화,강원,4.3,8,0.0,0.0,17.2,4.3,0.0,1.0,4.0,31.0,11,46,402,124.0,0.6003914165776023
WNW, ,0.0,0.0,32.0,입산자실화,대구,3.2,1,0.0,0.0,19.8,5.0,0.0,2.0,6.0,12.0,16,30,51,130.6,-1.36924767079354
NW, ,0.0,0.0,15.0,어린이불장난추정,경남,11.0,2,0.0,0.0,16.3,4.5,0.0,0.0,1.0,4.0,2,6,56,502.2,1.1456235972373219
W, ,0.0,0.0,26.0,입산자실화,충북,4.7,2,0.0,0.0,14.7,9.7,0.0,0.0,1.0,4.0,0,0,12,117.0,-1.3246101269326112
SW, ,0.0,0.0,43.0,입산자실화,경기,0.5,6,0.0,0.0,11.8,6.7,0.0,1.0,2.0,30.0,2,15,392,658.4,1.252566512800174
NW, ,0.0,0.0,30.0,입산자실화,경기,8.2,2,0.0,0.0,13.1,6.0,0.0,0.0,3.0,35.0,3,43,444,269.6,-0.2568411783895851
W, ,0.0,0.0,22.0,취사중실화,강원,5.2,7,0.0,0.0,14.6,6.5,0.0,0.0,0.0,2.0,0,0,0,315.1,0.6434689539684308
W, ,0.0,0.0,22.0,기타,강원,5.2,7,0.0,0.0,14.6,6.5,0.0,1.0,1.0,2.0,0,0,0,611.4,0.7588999140716315
W, ,0.0,0.0,22.0,입산자실화추정,대구,8.1,2,0.0,0.0,16.3,9.0,0.0,0.0,0.0,9.0,0,0,36,852.9,-1.5060630239083033
SW, ,0.0,0.0,43.0,입산자실화,경기,0.5,6,0.0,0.0,11.8,6.7,0.0,1.0,1.0,7.0,1,1,19,588.4,1.3237478629220534
SW, ,0.0,0.0,82.0,쓰레기소각,강원,1.1,2,0.0,0.0,11.4,0.2,0.0,1.0,1.0,3.0,0,0,0,1073.5,-1.36924767079354
WNW, ,0.0,0.0,30.0,기타,강원,1.1,2,0.0,0.0,20.4,3.3,0.0,0.0,1.0,3.0,0,0,0,254.5,-1.4960994426539975
W, ,0.0,0.0,16.0,군사훈련,강원,3.0,2,0.0,0.0,15.6,1.5,0.0,0.0,1.0,3.0,0,0,0,154.8,-1.216084700399045
SW, ,0.0,0.0,17.0,산초채취자추정,경기,2.0,2,0.0,0.0,15.6,2.2,0.0,0.0,4.0,34.0,1,31,365,155.5,-1.4795995383253575
E, ,0.0,0.0,19.0,입산자실화,강원,7.6,2,0.0,0.0,15.6,2.0,0.0,0.0,0.0,2.0,0,0,0,992.7,0.5027125235559096
NE, ,0.0,0.0,30.0,논두렁소각,강원,7.6,1,0.0,0.0,11.0,4.3,0.0,0.0,0.0,4.0,0,0,0,859.3,1.113400330510642
ENE, ,0.0,0.0,34.0,입산자실화추정,경기,2.2,1,0.0,0.0,13.4,4.2,0.0,2.0,6.0,43.0,33,59,784,489.2,-0.4729269384315827
ESE, ,0.0,0.0,46.0,입산자실화,강원,3.5,5,0.0,0.0,14.9,1.3,0.0,0.0,1.0,5.0,0,0,1,610.3,-0.359648408269277
N, ,0.0,0.0,27.0,농산부산물소각,경남,9.6,6,0.0,0.0,21.0,3.0,0.0,0.0,0.0,2.0,0,4,53,291.2,1.1872814254741062
W, ,0.0,0.0,25.0,입산자실화추정,울산,14.9,6,0.0,0.0,18.2,3.3,0.0,1.0,1.0,8.0,2,7,83,362.1,1.3181962992253256
NNW, ,0.0,0.0,15.0,무속행위실화,경북,8.0,6,0.0,0.0,8.0,6.5,0.0,1.0,1.0,5.0,0,1,27,595.6,1.3098020054227795
S, ,0.0,0.0,29.0,농산부산물소각,경남,9.2,5,0.0,0.0,15.3,6.5,0.0,0.0,1.0,5.0,0,3,36,232.8,1.192055899673825
NNW, ,0.0,0.0,26.0,미전투기추락,충남,2.1,2,0.0,0.0,12.9,4.8,0.0,0.0,0.0,5.0,0,0,7,268.1,1.0064638345582049
SSW, ,0.0,0.0,34.0,폐비닐소각,전남,14.8,5,0.0,0.0,13.1,5.3,0.0,0.0,1.0,4.0,14,20,45,386.0,1.300130313598293
S, ,0.0,0.0,19.0,예불기사용부주의,경남,3.5,5,0.0,0.0,19.0,2.5,0.0,0.0,0.0,3.0,2,2,17,690.7,0.9771858125193345
NNW, ,0.0,0.0,31.0,등산객실화추정,경남,13.8,4,0.0,0.0,12.2,4.0,0.0,0.0,3.0,10.0,21,74,196,222.3,-0.4729269384315827
N, ,0.0,0.0,36.0,등산객실화추정,경남,8.0,4,0.0,0.0,10.5,3.5,0.0,0.0,0.0,3.0,1,4,38,548.1,1.1479555388574108
N, ,0.0,0.0,33.0,등산객실화추정,부산,19.9,4,0.0,0.0,12.1,5.0,0.0,2.0,4.0,13.0,49,112,192,396.2,1.2193699471704798
NW, ,0.0,0.0,26.0,등산객실화추정,경남,20.9,4,0.0,0.0,10.1,6.7,0.0,0.0,1.0,4.0,1,6,50,154.8,0.6135079316379114
WNW, ,0.0,0.0,30.0,등산객실화추정,전남,14.8,4,0.0,0.0,10.3,10.0,0.0,0.0,0.0,5.0,0,5,65,336.0,1.0787119073957272
NW, ,0.0,0.0,31.0,입산자실화추정,경남,9.2,4,0.0,0.0,9.8,6.7,0.0,1.0,1.0,3.0,20,25,56,92.1,0.9399914309446954
W, ,0.0,0.0,19.0,헛간화재로 인한실화,경남,3.3,3,0.0,0.0,14.5,3.5,0.0,0.0,0.0,3.0,0,4,16,1184.0,0.9915162075357529
SSW, ,0.0,0.0,22.0,농산부산물소각,충남,2.3,15,0.0,0.0,17.2,3.5,0.0,1.0,1.0,8.0,0,0,64,96.2,1.2575594866573923
nw, ,0.0,0.0,24.0,등산객실화추정,대전,2.3,14,0.0,0.0,16.6,4.2,0.0,2.0,5.0,11.0,83,152,183,231.8,0.8447132010382807
SW, ,0.0,0.0,76.0,정신박약자담배불실화,전남,4.5,8,0.0,0.0,5.7,2.0,0.0,0.0,1.0,4.0,0,18,47,595.5,0.8150131571248529
NW, ,0.0,0.0,20.0,농산부산물소각,대구,0.6,8,0.0,0.0,13.9,6.0,0.0,0.0,3.0,10.0,0,6,40,131.6,1.3648713866618771
NW, ,0.0,0.0,20.0,쓰레기소각,대구,0.6,8,0.0,0.0,13.9,6.0,0.0,0.0,3.0,10.0,0,6,40,131.6,1.3873730926368688
SW, ,0.0,0.0,38.0,농산부산물소각,경남,3.7,8,0.0,0.0,14.7,4.0,0.0,1.0,2.0,18.0,9,17,320,326.9,0.9915162075357529
SSW, ,0.0,0.0,51.0,논두렁소각,전남,3.7,7,0.0,0.0,7.8,3.3,0.0,0.0,0.0,2.0,0,12,36,358.4,1.1480735384180751
SW, ,0.0,0.0,21.0,농산부산물소각,충북,1.7,12,0.0,0.0,10.6,2.0,0.0,0.0,1.0,4.0,0,0,15,483.8,-0.2936343151640247
ESE, ,0.0,0.0,24.0,성묘객실화,경남,7.4,7,0.0,0.0,12.1,1.7,0.0,0.0,0.0,3.0,0,21,58,152.0,1.200126292043925
NNW, ,0.0,0.0,31.0,논두렁소각,전남,0.5,5,0.0,0.0,9.9,3.0,0.0,1.0,1.0,3.0,3,4,31,120.8,0.8384848995017412
NNW, ,0.0,0.0,41.0,입산자실화추정,경기,0.7,5,0.0,0.0,4.7,5.8,0.0,0.0,0.0,4.0,2,2,9,934.7,-0.17483252634463903
WNW, ,0.0,0.0,30.0,입산자실화추정,전남,3.7,6,0.0,0.0,7.4,6.0,0.0,0.0,0.0,1.0,0,3,26,328.4,1.208505885857988
NNW, ,0.0,0.0,32.0,논두렁소각,전남,1.0,3,0.0,0.0,11.0,9.0,0.0,0.0,0.0,5.0,0,0,19,83.8,-1.495993309057552
S, ,0.0,0.0,25.0,담뱃불실화,경남,8.0,3,0.0,0.0,13.7,3.0,0.0,0.0,0.0,8.0,0,1,171,83.8,-1.0957251775579777
NNW, ,0.0,0.0,36.0,입산자실화,강원,3.0,5,0.0,0.0,11.7,0.3,0.0,0.0,0.0,4.0,0,0,0,880.7,0.6107450183008856
WNW, ,0.0,0.0,39.0,밭두렁소각,전남,0.8,8,0.0,0.0,8.9,4.0,0.0,0.0,1.0,3.0,0,4,35,351.5,1.0039628410703474
W, ,0.0,0.0,32.0,입산자실화추정,대구,1.0,17,0.0,0.0,3.4,1.5,0.0,3.0,6.0,11.0,12,30,47,299.7,0.7813133980406041
N, ,0.0,0.0,33.0,입산자실화추정,경남,13.0,2,0.0,0.0,10.8,4.0,0.0,1.0,2.0,17.0,10,20,317,326.9,1.0226141693660022
WNW, ,0.0,0.0,46.0,입산자실화추정,경북,2.5,12,0.0,0.0,8.9,4.2,0.0,0.0,0.0,2.0,1,3,17,283.6,1.233654564327103
NE, ,0.0,0.0,33.0,입산자실화추정,충남,1.0,7,0.0,0.0,7.5,1.3,0.0,0.0,0.0,6.0,0,1,34,128.0,-1.0957251775579777
N, ,0.0,0.0,29.0,등산객실화추정,부산,1.6,1,0.0,0.0,8.6,2.7,0.0,2.0,4.0,13.0,49,112,192,396.2,0.7986262836690917
NE, ,0.0,0.0,23.0,군부대사격중실화,강원,6.0,9,0.0,0.0,21.0,0.5,0.0,0.0,0.0,4.0,0,0,2,594.9,1.3798534168566001
N, ,0.0,0.0,37.0,등산객실화추정,부산,0.5,4,0.0,0.0,17.3,3.7,0.0,2.0,5.0,15.0,80,126,202,162.5,1.3399212863289298
SW, ,0.0,0.0,37.0,약초채취자실화추정,경북,39.4,11,0.0,0.0,20.1,2.0,0.0,0.0,1.0,1.0,1,2,5,77.0,1.2671395498519227
NW, ,0.0,0.0,49.0,입산자실화추정,울산,15.9,10,0.0,0.0,23.0,2.0,0.0,0.0,0.0,8.0,2,8,76,353.9,1.3341617567244108
N, ,0.0,0.0,73.0,입산자실화추정,충남,0.6,2,0.0,0.0,17.0,0.5,0.0,0.0,0.0,9.0,0,1,182,905.3,1.3547957872161749
N, ,0.0,0.0,58.0,미상,충남,0.6,1,0.0,0.0,22.4,3.0,0.0,0.0,0.0,5.0,0,0,69,758.7,0.8659378211922554
E, ,0.0,0.0,31.0,입산자실화추정,경기,2.4,10,0.0,0.0,25.7,1.7,0.0,0.0,4.0,41.0,8,58,774,204.1,1.276438461425836
WSW, ,0.0,0.0,31.0,입산자실화추정,경기,1.8,8,0.0,0.0,18.9,0.5,0.0,1.0,1.0,9.0,10,10,44,229.3,0.7553723875949406
NW, ,0.0,0.0,50.0,입산자실화추정,경북,0.7,17,0.0,0.0,18.8,7.5,0.0,0.0,0.0,2.0,0,0,9,1177.7,1.348930706714621
W, ,0.0,0.0,14.0,농산폐기물소각,충남,0.7,9,0.0,0.0,25.9,5.7,0.0,0.0,1.0,5.0,0,1,22,129.1,0.24892552215844865
WSW, ,0.0,0.0,23.0,등산객실화추정,서울,3.7,8,0.0,0.0,24.6,5.0,0.0,3.0,12.0,44.0,121,232,611,335.4,-1.4137931034482758
SW, ,0.0,0.0,30.0,밭두렁소각,인천,2.4,9,0.0,0.0,20.0,4.0,0.0,0.0,1.0,6.0,1,2,187,78.6,1.3528851523484244
W, ,0.0,0.0,22.0,입산자실화추정,경기,0.5,8,0.0,0.0,26.5,4.0,0.0,1.0,1.0,7.0,0,0,27,62.9,1.0057289678139558
WSW, ,0.0,0.0,33.0,포사격훈련,경기,2.7,7,0.0,0.0,25.6,1.3,0.0,0.0,0.0,4.0,0,0,2,643.1,1.1427617302035618
W, ,0.0,0.0,24.0,입산자실화추정,경기,1.7,8,0.0,0.0,24.9,3.0,0.0,1.0,1.0,17.0,1,8,174,209.5,1.188171451357783
WSW, ,0.0,0.0,33.0,입산자실화추정,강원,1.5,7,0.0,0.0,26.6,2.5,0.0,0.0,1.0,3.0,0,0,0,287.5,0.7192574885039121
WNW, ,0.0,0.0,24.0,입산자실화추정,경기,1.7,8,0.0,0.0,24.9,2.7,0.0,0.0,4.0,33.0,12,52,524,145.3,0.9846569081794927
NNW, ,0.0,0.0,68.0,정신이상자방화,경북,0.6,15,0.0,0.0,10.6,1.0,0.0,0.0,2.0,9.0,0,2,49,186.7,1.2935183052844583
S, ,0.0,0.0,87.0,입산자실화추정,충북,3.1,15,0.0,0.0,8.1,0.5,0.0,0.0,0.0,3.0,0,0,1,593.5,1.2501137915763945
W, ,0.0,0.0,34.0,등산객실화추정,서울,3.7,6,0.0,0.0,21.8,5.0,0.0,2.0,11.0,46.0,26,208,668,228.0,-1.4391872327022792
WNW, ,0.0,0.0,30.0,입산자실화추정,강원,1.5,6,0.0,0.0,14.8,4.5,0.0,0.0,0.0,1.0,0,0,0,1107.8,1.1929602027369128
W, ,0.0,0.0,34.0,입산자실화추정,경기,3.7,6,0.0,0.0,21.8,4.0,0.0,1.0,6.0,39.0,13,50,472,497.1,0.6532578170420066
SE, ,0.0,0.0,14.0,입산자실화추정,경북,0.6,15,0.0,0.0,28.1,2.0,0.0,0.0,0.0,2.0,0,0,4,453.7,1.347487548493568
WNW, ,0.0,0.0,21.0,담뱃불실화추정,경기,1.7,7,0.0,0.0,24.8,4.0,0.0,1.0,7.0,45.0,20,56,819,480.9,1.0682649625701512
SW, ,0.0,0.0,20.0,산채채취자실화추정,충북,3.1,15,0.0,0.0,26.8,3.0,0.0,0.0,1.0,5.0,0,1,3,317.4,1.246803001767912
SSW, ,0.0,0.0,14.0,농산폐기물소각,강원,4.6,6,0.0,0.0,26.5,3.7,0.0,0.0,0.0,4.0,0,0,1,551.3,1.2260956824351399
W, ,0.0,0.0,16.0,조명지뢰폭발,경기,0.5,6,0.0,0.0,26.8,2.0,0.0,1.0,1.0,13.0,1,4,129,380.1,1.2350204282138204
SW, ,0.0,0.0,25.0,어린이불장난추정,서울,3.7,6,0.0,0.0,24.2,4.7,0.0,4.0,13.0,47.0,138,225,738,295.9,-0.92260873820538
W, ,0.0,0.0,24.0,입산자실화추정,경기,0.5,5,0.0,0.0,28.9,0.5,0.0,0.0,0.0,4.0,0,1,7,195.5,-0.5097944203015675
WNW, ,0.0,0.0,28.0,입산자실화추정,대구,0.9,5,0.0,0.0,22.0,2.7,0.0,1.0,4.0,12.0,1,12,51,195.8,-1.4128184316043013
NE, ,0.0,0.0,69.0,등산객실화추정,경기,3.7,2,0.0,0.0,8.7,1.3,0.0,1.0,1.0,27.0,0,2,305,587.2,1.3654371016580467
NW, ,0.0,0.0,63.0,미사일사격시범훈련,충남,10.3,10,0.0,0.0,16.9,3.5,0.0,1.0,1.0,4.0,2,4,17,502.8,0.8516939021399239
W, ,0.0,0.0,34.0,입산자실화,충남,4.5,9,0.0,0.0,20.6,3.0,0.0,0.0,1.0,10.0,0,9,42,247.4,0.428496419569774
SE, ,0.0,0.0,44.0,야영객실화추정,서울,0.8,4,0.0,0.0,9.3,1.7,0.0,2.0,8.0,47.0,25,106,814,125.7,0.919594656307711
SW, ,0.0,0.0,17.0,입산자실화추정,경기,2.8,9,0.0,0.0,21.2,3.3,0.0,1.0,1.0,8.0,0,0,25,285.1,1.2510479226918596
WNW, ,0.0,0.0,18.0,입산자실화,경기,3.0,7,0.0,0.0,22.8,4.5,0.0,1.0,1.0,6.0,0,0,11,62.9,1.3275505014010784
SSE, ,0.0,0.0,17.0,입산자실화,강원,1.3,7,0.0,0.0,22.0,1.7,0.0,1.0,1.0,4.0,0,0,1,302.8,1.2274552311384355
NE, ,0.0,0.0,24.0,입산자실화,강원,1.3,6,0.0,0.0,20.6,4.0,0.0,1.0,1.0,4.0,0,0,1,300.5,0.794737896853422
NE, ,0.0,0.0,24.0,입산자실화,강원,1.3,6,0.0,0.0,20.6,4.0,0.0,1.0,1.0,1.0,0,0,0,70.5,0.794737896853422
NE, ,0.0,0.0,36.0,오물소각중실화,서울,0.8,1,0.0,0.0,21.3,2.0,0.0,4.0,15.0,45.0,23,212,663,172.7,-1.4137931034482758
WNW, ,0.0,0.0,46.0,산채채취자실화추정,대전,3.6,5,0.0,0.0,24.0,2.2,0.0,1.0,4.0,12.0,18,133,188,423.9,0.9722646426398395
SW, ,0.0,0.0,42.0,군부대사격중실화,강원,2.5,4,0.0,0.0,18.8,3.0,0.0,0.0,0.0,3.0,0,0,0,682.0,1.1952257065403848
SSE, ,0.0,0.0,45.0,입산자실화,강원,3.3,4,0.0,0.0,16.0,6.7,0.0,1.0,1.0,1.0,0,0,1,1171.8,-1.1056305148230454
SW, ,0.0,0.0,15.0,입산자실화,강원,1.3,4,0.0,0.0,29.1,3.8,0.0,0.0,1.0,5.0,0,0,1,610.3,1.1584654758824453
SW, ,0.0,0.0,9.0,입산자실화추정,강원,2.5,4,0.0,0.0,28.6,2.5,0.0,0.0,0.0,4.0,0,0,0,802.3,1.189924414150313
SSE, ,0.0,0.0,34.0,양봉업자실화,경남,13.1,5,0.0,0.0,25.5,3.0,0.0,0.0,1.0,6.0,30,82,171,263.9,1.244388722118758
SE, ,0.0,0.0,17.0,입산자실화추정,경기,3.0,4,0.0,0.0,29.8,3.0,0.0,0.0,0.0,3.0,0,0,3,224.4,1.1721898900843444
SW, ,0.0,0.0,15.0,농산폐기물소각,강원,1.3,4,0.0,0.0,29.1,2.2,0.0,0.0,1.0,4.0,0,0,1,899.3,1.132890837124022
ESE, ,0.0,0.0,35.0,입산자실화추정,대구,0.7,4,0.0,0.0,27.7,6.0,0.0,0.0,0.0,11.0,0,5,49,69.6,0.6490740459481539
SE, ,0.0,0.0,13.0,입산자실화,강원,3.1,4,0.0,0.0,28.2,3.5,0.0,0.0,0.0,4.0,0,0,1,422.7,1.3034991550973627
S, ,0.0,0.0,15.0,열차승객담뱃불실화,전북,7.4,4,0.0,0.0,29.8,4.0,0.0,0.0,0.0,4.0,0,6,37,527.4,0.9697004667674533
S, ,0.0,0.0,16.0,입산자실화,경기,2.8,5,0.0,0.0,25.8,1.5,0.0,0.0,0.0,6.0,0,2,9,584.7,1.2537452649306629
SW, ,0.0,0.0,16.0,입산자실화,강원,2.5,3,0.0,0.0,28.6,2.0,0.0,0.0,0.0,4.0,0,0,0,802.3,0.736899161302032
S, ,0.0,0.0,19.0,입산자실화,강원,1.3,2,0.0,0.0,25.9,1.0,0.0,0.0,0.0,4.0,0,0,1,551.3,0.9915103661490874
E, ,0.0,0.0,16.0,논밭두렁소각,강원,6.9,13,0.0,0.0,16.5,3.7,0.0,0.0,0.0,2.0,0,0,0,1045.3,1.192055899673825
SSW, ,0.0,0.0,46.0,밭두렁소각,충북,2.5,13,0.0,0.0,13.7,4.0,0.0,1.0,1.0,4.0,0,0,33,397.5,0.47994802162012806
SSW, ,0.0,0.0,16.0,입산자실화추정,경기,7.0,14,0.0,0.0,27.3,2.5,0.0,0.0,1.0,7.0,0,0,31,139.6,1.0230889611913387
정온, ,0.0,0.0,10.0,옥수수대소각,강원,6.2,13,0.0,0.0,26.6,0.0,0.0,0.0,0.0,3.0,0,0,0,887.1,1.2046862008124464
SSW, ,0.0,0.0,16.0,입산자실화,경기,7.0,14,0.0,0.0,27.3,2.5,0.0,0.0,1.0,4.0,0,0,3,318.0,1.2959932892000579
SSW, ,0.0,0.0,9.0,정신이상자실화,충북,2.5,13,0.0,0.0,25.1,5.0,0.0,0.0,0.0,5.0,0,0,17,483.8,0.6003914165776023
W, ,0.0,0.0,29.0,입산자실화추정,경기,3.9,13,0.0,0.0,23.3,4.0,0.0,0.0,1.0,6.0,0,2,8,588.4,1.2217887299379089
E, ,0.0,0.0,15.0,논밭두렁소각,강원,3.6,16,0.0,0.0,26.2,3.0,0.0,0.0,0.0,2.0,0,0,0,120.1,1.0218054233023774
E, ,0.0,0.0,15.0,등산객실화추정,충남,0.5,13,0.0,0.0,25.6,2.0,0.0,0.0,0.0,7.0,0,0,28,472.9,1.3287896505744545
W, ,0.0,0.0,6.0,입산자실화,강원,6.5,13,0.0,0.0,26.3,1.3,0.0,1.0,1.0,1.0,0,0,0,70.5,-1.36924767079354
E, ,0.0,0.0,21.0,입산자실화추정,대구,2.4,13,0.0,0.0,24.4,3.3,0.0,2.0,5.0,11.0,8,27,47,139.8,1.275726364522178
SE, ,0.0,0.0,37.0,입산자실화,강원,3.1,3,0.0,0.0,21.5,5.3,0.0,0.0,1.0,3.0,0,0,0,631.9,-1.1004003301880312
SSW, ,0.0,0.0,32.0,밭두렁소각,충남,10.6,14,0.0,0.0,21.1,1.7,0.0,0.0,2.0,4.0,0,1,28,483.0,1.1762930134924474
E, ,0.0,0.0,77.0,입산자실화추정,경남,7.6,13,0.0,0.0,12.0,2.5,0.0,0.0,1.0,13.0,0,4,190,177.6,1.3359316439562465
N, ,0.0,0.0,63.0,입산자실화추정,강원,4.5,12,0.0,0.0,6.1,5.8,0.0,0.0,1.0,1.0,0,0,1,1053.5,0.8955334711889903
NNE, ,0.0,0.0,30.0,논두렁소각,충남,10.6,13,0.0,0.0,17.7,3.8,0.0,0.0,1.0,5.0,0,2,41,109.2,1.1754388976980665
NNE, ,0.0,0.0,19.0,입산자실화추정,경기,6.6,12,0.0,0.0,23.2,2.3,0.0,0.0,1.0,15.0,0,1,119,175.2,1.342011318029398
NNW, ,0.0,0.0,31.0,기차배기통발화,경북,5.3,12,0.0,0.0,20.0,4.7,0.0,0.0,0.0,1.0,1,1,3,265.2,1.0546992229673482
N, ,0.0,0.0,45.0,입산자실화,강원,4.5,12,0.0,0.0,13.7,6.3,0.0,0.0,0.0,1.0,0,0,1,1176.7,1.3428611154084666
W, ,0.0,0.0,29.0,잿더미에서발화,충북,2.4,12,0.0,0.0,20.2,1.0,0.0,0.0,0.0,3.0,0,0,3,769.6,0.8865903960854213
E, ,0.0,0.0,36.0,어린이불장난,강원,6.9,12,0.0,0.0,11.6,5.0,0.0,0.0,0.0,2.0,0,0,0,1364.8,1.2612144490103583
ESE, ,0.0,0.0,20.0,목장쓰레기소각,경북,2.3,12,0.0,0.0,21.2,1.5,0.0,1.0,1.0,10.0,1,8,53,303.2,0.9112096398815446
WNW, ,0.0,0.0,46.0,등산객실화추정,서울,3.9,11,0.0,0.0,10.9,4.3,0.0,2.0,9.0,49.0,12,82,832,159.8,0.5791706847264129
NW, ,0.0,0.0,26.0,입산자실화,대구,2.4,11,0.0,0.0,18.0,7.3,0.0,0.0,0.0,12.0,0,0,52,566.4,1.319083726931298
WNW, ,0.0,0.0,22.0,성묘객실화,광주,1.0,11,0.0,0.0,15.4,5.0,0.0,1.0,3.0,10.0,22,87,111,301.3,0.8514085923116721
W, ,0.0,0.0,34.0,입산자실화,경기,2.9,11,0.0,0.0,13.1,4.0,0.0,0.0,2.0,24.0,5,25,446,146.0,1.3320938149574038
SW, ,0.0,0.0,41.0,학생담뱃불실화,부산,7.3,11,0.0,0.0,14.3,6.0,0.0,2.0,6.0,14.0,36,137,200,133.4,0.6075438930034949
SW, ,0.0,0.0,57.0,군부대사격중실화,강원,9.9,10,0.0,0.0,5.0,3.5,0.0,0.0,0.0,3.0,0,0,0,1609.6,1.229659080469533
WSW, ,0.0,0.0,47.0,입산자실화추정,전남,2.1,10,0.0,0.0,6.0,4.5,0.0,0.0,0.0,3.0,0,0,31,343.5,1.3400605294560959
W, ,0.0,0.0,47.0,헬기사격훈련,경기,7.0,11,0.0,0.0,6.6,5.5,0.0,0.0,0.0,3.0,0,0,3,864.0,1.2772076361878666
NW, ,0.0,0.0,16.0,입산자실화추정,전남,6.6,10,0.0,0.0,12.9,5.7,0.0,0.0,1.0,4.0,13,21,58,279.9,1.143989606004064
WSW, ,0.0,0.0,30.0,군부대사격중실화,강원,9.9,10,0.0,0.0,12.9,3.0,0.0,0.0,0.0,2.0,0,0,0,498.7,-0.4059567131092293
W, ,0.0,0.0,30.0,입산자실화추정,강원,4.9,10,0.0,0.0,13.0,3.7,0.0,0.0,0.0,4.0,0,0,1,693.0,1.114513509613891
NW, ,0.0,0.0,24.0,입산자실화추정,경북,2.3,10,0.0,0.0,14.8,7.0,0.0,0.0,2.0,8.0,1,9,39,163.3,1.327071115316625
S, ,0.0,0.0,22.0,밭두렁소각,충북,7.7,10,0.0,0.0,13.1,4.0,0.0,1.0,1.0,3.0,1,1,1,281.8,1.3760704875410261
WSW, ,0.0,0.0,43.0,입산자실화추정,경기,7.0,10,0.0,0.0,12.1,7.5,0.0,0.0,2.0,31.0,22,71,411,496.7,0.8775664289699812
N, ,0.0,0.0,18.0,밭두렁소각,충북,1.2,9,0.0,0.0,19.9,2.3,0.0,0.0,0.0,7.0,0,5,20,229.1,-0.2936343151640247
NW, ,0.0,0.0,49.0,농산폐기물소각,경기,3.0,9,0.0,0.0,11.8,1.0,0.0,0.0,0.0,3.0,0,0,3,224.4,1.2845759430557686
WNW, ,0.0,0.0,27.0,입산자실화추정,경북,4.5,9,0.0,0.0,16.4,4.0,0.0,0.0,0.0,3.0,0,0,9,332.7,0.8659378211922554
WSW, ,0.0,0.0,43.0,입산자실화추정,경기,7.0,10,0.0,0.0,12.1,7.5,0.0,0.0,0.0,19.0,0,0,157,222.5,1.0801454207736008
WNW, ,0.0,0.0,40.0,입산자실화추정,경기,3.9,9,0.0,0.0,15.0,8.7,0.0,2.0,4.0,38.0,9,29,461,321.2,1.3042349490092247
